"relative_path","size_bytes","sha256"
"raw/rows/F411P2_C07_B2_D100/controller_readable.txt","3220","79C126D8BE75B951D66BD94509780BD07D8369B963FF0AC30F41B4D7F8BFC6B9"
"raw/rows/F411P2_C07_B2_D100/payload_readable.txt","179","E615801077782AEB259DBFF27779D6728D75BB0EC17D6950923EC8EBD9C5085D"
"raw/rows/F411P2_C07_B2_D100/validation.json","8616","A113727DBD3DD80ECA34C18FE0D5B8813E9D8C8EACF6D0A90F3544F2013BEEDA"
"raw/rows/F411P2_C08_B2_D110/controller_readable.txt","3149","D596E7F95E4C435BA8755E92B58FF18487236BAFF19BE8E90975623A7AC1CDC5"
"raw/rows/F411P2_C08_B2_D110/payload_readable.txt","179","08D3BDE020E075D5088F2831E3AEA955C7B07913A9D30FB72853EA10AE48A31A"
"raw/rows/F411P2_C08_B2_D110/validation.json","8450","A326DAD14CD3D7D48F3D287150F1379460A1F03B001DB3D448A4B70DA96BD4B5"
"raw/rows/F411P2_C09_B3_D100/controller_readable.txt","3220","1F1CA4CBFAD538CF0E60BBC5ACAC9DC95FFA6C33221663987CCFA6E61F198335"
"raw/rows/F411P2_C09_B3_D100/payload_readable.txt","179","E931833BF6264794924F20A3F7CCAE704EA088DD7E46394900463773E2F7D9F9"
"raw/rows/F411P2_C09_B3_D100/validation.json","8447","34CCC7A162A5BE9C7170A3AFDBFB7CDC2EC4FA48EF5D9CBCA1A481B0FEB40870"
"raw/rows/F411P2_C10_B3_D110/controller_readable.txt","3220","C071C133A06BC10E28B42131307333D14BE496E48ED2C38CE58DB7FEA83ED46F"
"raw/rows/F411P2_C10_B3_D110/payload_readable.txt","179","A6140596EEA46D6ED183402882E42E11FFCA474B087C59F77609D39113112111"
"raw/rows/F411P2_C10_B3_D110/validation.json","8614","AEA43FE9FB88BB098F6CED15C06C101C22CCF8515BC058E0B5EFA2896F092045"
"raw/rows/F411P2_C11_B3_NC/controller_readable.txt","3416","0065AC22DC3DDF87246435C3D978B3395D160AD92C6602F9228E7E7C3F3723C0"
"raw/rows/F411P2_C11_B3_NC/payload_readable.txt","110","46099FA1180288BB45DB0AB25AD2918C0F4CA6F335127D5CCA4109E285880A67"
"raw/rows/F411P2_C11_B3_NC/validation.json","9403","21AF71236BD37FAA44B3B79BD2A58E973F120FE406FDA58AF7874DAA6000A738"
"raw/rows/F411P2_C12_B3_D090/controller_readable.txt","3416","AECBDFACC22CAFEBFD8EDDFD070C02F037C649D4A890EAE95F33F86D69503060"
"raw/rows/F411P2_C12_B3_D090/payload_readable.txt","178","C87CE5D37EDB8017FF34D725777E2368F4B1B6F92D35390BC32F5327176E3B26"
"raw/rows/F411P2_C12_B3_D090/validation.json","9396","65961EAFB2045F9184AC06B0A0A9BCE5592519A5A7A4003802710515D77C95A9"
"row_boundary_ledger.jsonl","8164","F84829FBC22C9FF9730FD10DFBDF2E8952583097D87A174FE48B251595C05541"
"run_plan.csv","399","7C8A60145CDAFB04BC6F1553B42D401FC35532B64B587D90D62942D4947E103F"
"unexpected_and_boundary_artifacts.json","1887","0766F27D85ABD33992867AF9A698457ADF7B3363F5B542488C9F0347DB3F21D3"
"validity_rules.json","521","2BED85AB810D3FC8278FE130D67DA26C3F726A9301D42696018F8DBA3D730E0C"
