group_id,sha256,bytes,path,disposition,action,reason
026FC1386D8D88E2,026FC1386D8D88E26744CF7FC81C363E462B6DB79D3BA768BBB1968D29ED2CD0,538028,research/icsec2026/archive/manuscripts/f411_candidate_20260902/qa/page-3.png,ARCHIVED_HISTORY,NO_DELETE,exact SHA-256 duplicate retained for provenance; deletion not authorized
18872DD25AB346DB,18872DD25AB346DB49A5ABE0F48928163D64C4D6F5BC03560597FC3BEA3A1B53,468454,research/icsec2026/archive/manuscripts/pre_final_active_20260902/qa/submission_readiness_20260902/page-5.png,ARCHIVED_HISTORY,NO_DELETE,exact SHA-256 duplicate retained for provenance; deletion not authorized
18872DD25AB346DB,18872DD25AB346DB49A5ABE0F48928163D64C4D6F5BC03560597FC3BEA3A1B53,468454,research/icsec2026/archive/manuscripts/submission_candidate_20260902/qa/page-5.png,ARCHIVED_HISTORY,NO_DELETE,exact SHA-256 duplicate retained for provenance; deletion not authorized
1B7AEC66353ECC87,1B7AEC66353ECC8760FA260C0D5F5ED58F7B6358B31A275C9442FAAB3671FAFD,60048,research/icsec2026/extension/analysis/f411_cross_pair_integration_20260902/synthesis/pair_condition_pattern.png,IMMUTABLE_PROVENANCE_SNAPSHOT,NO_DELETE,exact SHA-256 duplicate retained for provenance; deletion not authorized
1B7AEC66353ECC87,1B7AEC66353ECC8760FA260C0D5F5ED58F7B6358B31A275C9442FAAB3671FAFD,60048,research/icsec2026/extension/analysis/f411_cross_pair_synthesis_20260902_r4/pair_condition_pattern.png,IMMUTABLE_PROVENANCE_SNAPSHOT,NO_DELETE,exact SHA-256 duplicate retained for provenance; deletion not authorized
2331E0BD777DE3B6,2331E0BD777DE3B64F185E8230F2A2636E7D41015B9F587D21A314A6FD39CEF2,3364,research/icsec2026/archive/manuscripts/f411_candidate_20260902/main.out,ARCHIVED_HISTORY,NO_DELETE,exact SHA-256 duplicate retained for provenance; deletion not authorized
2331E0BD777DE3B6,2331E0BD777DE3B64F185E8230F2A2636E7D41015B9F587D21A314A6FD39CEF2,3364,research/icsec2026/archive/manuscripts/f411_candidate_corrected_20260902/main.out,ARCHIVED_HISTORY,NO_DELETE,exact SHA-256 duplicate retained for provenance; deletion not authorized
2331E0BD777DE3B6,2331E0BD777DE3B64F185E8230F2A2636E7D41015B9F587D21A314A6FD39CEF2,3364,research/icsec2026/extension/analysis/f411_claim_correction_20260902/manuscript/main.out,IMMUTABLE_PROVENANCE_SNAPSHOT,NO_DELETE,exact SHA-256 duplicate retained for provenance; deletion not authorized
2331E0BD777DE3B6,2331E0BD777DE3B64F185E8230F2A2636E7D41015B9F587D21A314A6FD39CEF2,3364,research/icsec2026/extension/analysis/f411_cross_pair_integration_20260902/manuscript_candidate/main.out,IMMUTABLE_PROVENANCE_SNAPSHOT,NO_DELETE,exact SHA-256 duplicate retained for provenance; deletion not authorized
248F25239C81CB05,248F25239C81CB05517DE9C2E69539C809A58ACCA27ACB00968CBB77367795C3,555780,research/icsec2026/archive/manuscripts/pre_final_active_20260902/qa/submission_readiness_20260902/page-3.png,ARCHIVED_HISTORY,NO_DELETE,exact SHA-256 duplicate retained for provenance; deletion not authorized
248F25239C81CB05,248F25239C81CB05517DE9C2E69539C809A58ACCA27ACB00968CBB77367795C3,555780,research/icsec2026/archive/manuscripts/submission_candidate_20260902/qa/page-3.png,ARCHIVED_HISTORY,NO_DELETE,exact SHA-256 duplicate retained for provenance; deletion not authorized
2E3284A5AA0068F0,2E3284A5AA0068F07DBCCD393AA81249C4C98BDBC49B10189B008EFFD152870B,1741,research/icsec2026/extension/analysis/submission_readiness_20260902/REQUIREMENTS_AND_REFERENCE_AUDIT.md,IMMUTABLE_PROVENANCE_SNAPSHOT,NO_DELETE,exact SHA-256 duplicate retained for provenance; deletion not authorized
2E3284A5AA0068F0,2E3284A5AA0068F07DBCCD393AA81249C4C98BDBC49B10189B008EFFD152870B,1741,research/icsec2026/submission/REFERENCE_VERIFICATION.md,CANONICAL_ACTIVE,NO_DELETE,exact SHA-256 duplicate retained for provenance; deletion not authorized
2E3E684431608396,2E3E684431608396122F018BE45A17BA7F05FAD92F1E017934FC9F624395A3F5,66151,research/icsec2026/archive/manuscripts/f411_candidate_20260902/main.pdf,ARCHIVED_HISTORY,NO_DELETE,exact SHA-256 duplicate retained for provenance; deletion not authorized
2E3E684431608396,2E3E684431608396122F018BE45A17BA7F05FAD92F1E017934FC9F624395A3F5,66151,research/icsec2026/extension/analysis/f411_cross_pair_integration_20260902/manuscript_candidate/main.pdf,IMMUTABLE_PROVENANCE_SNAPSHOT,NO_DELETE,exact SHA-256 duplicate retained for provenance; deletion not authorized
309C235E5D7F55DC,309C235E5D7F55DC881375FABF5B67AD70AB766216879ED52211919A9D7CC8DB,2462,research/icsec2026/archive/manuscripts/f411_candidate_20260902/main.bbl,ARCHIVED_HISTORY,NO_DELETE,exact SHA-256 duplicate retained for provenance; deletion not authorized
309C235E5D7F55DC,309C235E5D7F55DC881375FABF5B67AD70AB766216879ED52211919A9D7CC8DB,2462,research/icsec2026/archive/manuscripts/f411_candidate_corrected_20260902/main.bbl,ARCHIVED_HISTORY,NO_DELETE,exact SHA-256 duplicate retained for provenance; deletion not authorized
309C235E5D7F55DC,309C235E5D7F55DC881375FABF5B67AD70AB766216879ED52211919A9D7CC8DB,2462,research/icsec2026/archive/manuscripts/pre_final_active_20260902/main.bbl,ARCHIVED_HISTORY,NO_DELETE,exact SHA-256 duplicate retained for provenance; deletion not authorized
309C235E5D7F55DC,309C235E5D7F55DC881375FABF5B67AD70AB766216879ED52211919A9D7CC8DB,2462,research/icsec2026/archive/manuscripts/submission_candidate_20260902/main.bbl,ARCHIVED_HISTORY,NO_DELETE,exact SHA-256 duplicate retained for provenance; deletion not authorized
309C235E5D7F55DC,309C235E5D7F55DC881375FABF5B67AD70AB766216879ED52211919A9D7CC8DB,2462,research/icsec2026/extension/analysis/f411_claim_correction_20260902/manuscript/main.bbl,IMMUTABLE_PROVENANCE_SNAPSHOT,NO_DELETE,exact SHA-256 duplicate retained for provenance; deletion not authorized
309C235E5D7F55DC,309C235E5D7F55DC881375FABF5B67AD70AB766216879ED52211919A9D7CC8DB,2462,research/icsec2026/extension/analysis/f411_cross_pair_integration_20260902/manuscript_candidate/main.bbl,IMMUTABLE_PROVENANCE_SNAPSHOT,NO_DELETE,exact SHA-256 duplicate retained for provenance; deletion not authorized
323355CD2DF4B8F4,323355CD2DF4B8F439564C3F4314ED25C24344276453E0BA02880100434DEE87,1242,research/icsec2026/archive/manuscripts/f411_candidate_corrected_20260902/build.log,ARCHIVED_HISTORY,NO_DELETE,exact SHA-256 duplicate retained for provenance; deletion not authorized
323355CD2DF4B8F4,323355CD2DF4B8F439564C3F4314ED25C24344276453E0BA02880100434DEE87,1242,research/icsec2026/archive/manuscripts/pre_final_active_20260902/build.log,ARCHIVED_HISTORY,NO_DELETE,exact SHA-256 duplicate retained for provenance; deletion not authorized
323355CD2DF4B8F4,323355CD2DF4B8F439564C3F4314ED25C24344276453E0BA02880100434DEE87,1242,research/icsec2026/extension/analysis/f411_claim_correction_20260902/manuscript/build.log,IMMUTABLE_PROVENANCE_SNAPSHOT,NO_DELETE,exact SHA-256 duplicate retained for provenance; deletion not authorized
341E7F932AE38972,341E7F932AE38972A881C855F6AE1767D84BDE680B7BA00F7F47A9FEFBA3A9FD,1901,research/icsec2026/archive/manuscripts/f411_candidate_20260902/qa/CLAIM_EVIDENCE_TRACEABILITY.json,ARCHIVED_HISTORY,NO_DELETE,exact SHA-256 duplicate retained for provenance; deletion not authorized
341E7F932AE38972,341E7F932AE38972A881C855F6AE1767D84BDE680B7BA00F7F47A9FEFBA3A9FD,1901,research/icsec2026/extension/analysis/f411_cross_pair_integration_20260902/manuscript_candidate/qa/CLAIM_EVIDENCE_TRACEABILITY.json,IMMUTABLE_PROVENANCE_SNAPSHOT,NO_DELETE,exact SHA-256 duplicate retained for provenance; deletion not authorized
37D946F68AC77FAA,37D946F68AC77FAAA3ED490317E829AA5FD92EDF503A7790C7120D640ACE1E27,14599,research/icsec2026/archive/manuscripts/f411_candidate_20260902/MANUSCRIPT_DIFF.patch,ARCHIVED_HISTORY,NO_DELETE,exact SHA-256 duplicate retained for provenance; deletion not authorized
37D946F68AC77FAA,37D946F68AC77FAAA3ED490317E829AA5FD92EDF503A7790C7120D640ACE1E27,14599,research/icsec2026/extension/analysis/f411_cross_pair_integration_20260902/manuscript_candidate/MANUSCRIPT_DIFF.patch,IMMUTABLE_PROVENANCE_SNAPSHOT,NO_DELETE,exact SHA-256 duplicate retained for provenance; deletion not authorized
448D720BEBD01E63,448D720BEBD01E6384DC92E0D51DB8B5B29CAE3F1DC6DB69955F47497D89C164,455009,research/icsec2026/archive/manuscripts/f411_candidate_corrected_20260902/qa/page-2.png,ARCHIVED_HISTORY,NO_DELETE,exact SHA-256 duplicate retained for provenance; deletion not authorized
448D720BEBD01E63,448D720BEBD01E6384DC92E0D51DB8B5B29CAE3F1DC6DB69955F47497D89C164,455009,research/icsec2026/archive/manuscripts/pre_final_active_20260902/qa/page-2.png,ARCHIVED_HISTORY,NO_DELETE,exact SHA-256 duplicate retained for provenance; deletion not authorized
448D720BEBD01E63,448D720BEBD01E6384DC92E0D51DB8B5B29CAE3F1DC6DB69955F47497D89C164,455009,research/icsec2026/extension/analysis/f411_claim_correction_20260902/manuscript/qa/page-2.png,IMMUTABLE_PROVENANCE_SNAPSHOT,NO_DELETE,exact SHA-256 duplicate retained for provenance; deletion not authorized
45BBA0AF09AF5F24,45BBA0AF09AF5F24279FC89B8046973BB9937F10F32AACC579B864B6AEDBDFAB,1822,research/icsec2026/archive/manuscripts/f411_candidate_20260902/qa/ANONYMITY_CLAIM_AUDIT.md,ARCHIVED_HISTORY,NO_DELETE,exact SHA-256 duplicate retained for provenance; deletion not authorized
45BBA0AF09AF5F24,45BBA0AF09AF5F24279FC89B8046973BB9937F10F32AACC579B864B6AEDBDFAB,1822,research/icsec2026/extension/analysis/f411_cross_pair_integration_20260902/manuscript_candidate/qa/ANONYMITY_CLAIM_AUDIT.md,IMMUTABLE_PROVENANCE_SNAPSHOT,NO_DELETE,exact SHA-256 duplicate retained for provenance; deletion not authorized
48D6D71AC3AF9024,48D6D71AC3AF9024847B2F05D251B15F41ABFB57B9A0670E2F22E7E3AE93F245,15788,research/icsec2026/archive/manuscripts/f411_candidate_20260902/pair_condition_pattern.pdf,ARCHIVED_HISTORY,NO_DELETE,exact SHA-256 duplicate retained for provenance; deletion not authorized
48D6D71AC3AF9024,48D6D71AC3AF9024847B2F05D251B15F41ABFB57B9A0670E2F22E7E3AE93F245,15788,research/icsec2026/archive/manuscripts/f411_candidate_corrected_20260902/pair_condition_pattern.pdf,ARCHIVED_HISTORY,NO_DELETE,exact SHA-256 duplicate retained for provenance; deletion not authorized
48D6D71AC3AF9024,48D6D71AC3AF9024847B2F05D251B15F41ABFB57B9A0670E2F22E7E3AE93F245,15788,research/icsec2026/archive/manuscripts/pre_final_active_20260902/pair_condition_pattern.pdf,ARCHIVED_HISTORY,NO_DELETE,exact SHA-256 duplicate retained for provenance; deletion not authorized
48D6D71AC3AF9024,48D6D71AC3AF9024847B2F05D251B15F41ABFB57B9A0670E2F22E7E3AE93F245,15788,research/icsec2026/extension/analysis/f411_claim_correction_20260902/manuscript/pair_condition_pattern.pdf,IMMUTABLE_PROVENANCE_SNAPSHOT,NO_DELETE,exact SHA-256 duplicate retained for provenance; deletion not authorized
48D6D71AC3AF9024,48D6D71AC3AF9024847B2F05D251B15F41ABFB57B9A0670E2F22E7E3AE93F245,15788,research/icsec2026/extension/analysis/f411_cross_pair_integration_20260902/manuscript_candidate/pair_condition_pattern.pdf,IMMUTABLE_PROVENANCE_SNAPSHOT,NO_DELETE,exact SHA-256 duplicate retained for provenance; deletion not authorized
48D6D71AC3AF9024,48D6D71AC3AF9024847B2F05D251B15F41ABFB57B9A0670E2F22E7E3AE93F245,15788,research/icsec2026/extension/analysis/f411_cross_pair_integration_20260902/synthesis/pair_condition_pattern.pdf,IMMUTABLE_PROVENANCE_SNAPSHOT,NO_DELETE,exact SHA-256 duplicate retained for provenance; deletion not authorized
48D6D71AC3AF9024,48D6D71AC3AF9024847B2F05D251B15F41ABFB57B9A0670E2F22E7E3AE93F245,15788,research/icsec2026/extension/analysis/f411_cross_pair_synthesis_20260902_r4/pair_condition_pattern.pdf,IMMUTABLE_PROVENANCE_SNAPSHOT,NO_DELETE,exact SHA-256 duplicate retained for provenance; deletion not authorized
5638C3FEA6684691,5638C3FEA6684691846B406ABF5AC85717579CB8ECDC43DD38136981909897F5,547677,research/icsec2026/archive/manuscripts/f411_candidate_corrected_20260902/qa/page-1.png,ARCHIVED_HISTORY,NO_DELETE,exact SHA-256 duplicate retained for provenance; deletion not authorized
5638C3FEA6684691,5638C3FEA6684691846B406ABF5AC85717579CB8ECDC43DD38136981909897F5,547677,research/icsec2026/archive/manuscripts/pre_final_active_20260902/qa/page-1.png,ARCHIVED_HISTORY,NO_DELETE,exact SHA-256 duplicate retained for provenance; deletion not authorized
5638C3FEA6684691,5638C3FEA6684691846B406ABF5AC85717579CB8ECDC43DD38136981909897F5,547677,research/icsec2026/extension/analysis/f411_claim_correction_20260902/manuscript/qa/page-1.png,IMMUTABLE_PROVENANCE_SNAPSHOT,NO_DELETE,exact SHA-256 duplicate retained for provenance; deletion not authorized
610D17D06EA5ECC9,610D17D06EA5ECC9D95D8E4166001FBA8A7D6B174C466AD3C82F714AF449C7B9,2158,research/icsec2026/archive/manuscripts/f411_candidate_corrected_20260902/qa/ANONYMITY_CLAIM_AUDIT.md,ARCHIVED_HISTORY,NO_DELETE,exact SHA-256 duplicate retained for provenance; deletion not authorized
610D17D06EA5ECC9,610D17D06EA5ECC9D95D8E4166001FBA8A7D6B174C466AD3C82F714AF449C7B9,2158,research/icsec2026/archive/manuscripts/pre_final_active_20260902/qa/ANONYMITY_CLAIM_AUDIT.md,ARCHIVED_HISTORY,NO_DELETE,exact SHA-256 duplicate retained for provenance; deletion not authorized
610D17D06EA5ECC9,610D17D06EA5ECC9D95D8E4166001FBA8A7D6B174C466AD3C82F714AF449C7B9,2158,research/icsec2026/extension/analysis/f411_claim_correction_20260902/manuscript/qa/ANONYMITY_CLAIM_AUDIT.md,IMMUTABLE_PROVENANCE_SNAPSHOT,NO_DELETE,exact SHA-256 duplicate retained for provenance; deletion not authorized
63926D52D96087B3,63926D52D96087B340743B90A6421F8B4CBCAB81868500B8B3CC80574C10E148,2962,research/icsec2026/extension/analysis/submission_readiness_20260902/EVIDENCE_AND_CLAIM_AUDIT.md,IMMUTABLE_PROVENANCE_SNAPSHOT,NO_DELETE,exact SHA-256 duplicate retained for provenance; deletion not authorized
63926D52D96087B3,63926D52D96087B340743B90A6421F8B4CBCAB81868500B8B3CC80574C10E148,2962,research/icsec2026/submission/CLAIM_EVIDENCE_AUDIT.md,CANONICAL_ACTIVE,NO_DELETE,exact SHA-256 duplicate retained for provenance; deletion not authorized
656CB1A20F47A648,656CB1A20F47A648E44E14EC8A46A467682131A5A2B8D8E9749A120DA2802512,667,research/icsec2026/archive/manuscripts/f411_candidate_corrected_20260902/qa/pdfinfo.txt,ARCHIVED_HISTORY,NO_DELETE,exact SHA-256 duplicate retained for provenance; deletion not authorized
656CB1A20F47A648,656CB1A20F47A648E44E14EC8A46A467682131A5A2B8D8E9749A120DA2802512,667,research/icsec2026/archive/manuscripts/pre_final_active_20260902/qa/pdfinfo.txt,ARCHIVED_HISTORY,NO_DELETE,exact SHA-256 duplicate retained for provenance; deletion not authorized
656CB1A20F47A648,656CB1A20F47A648E44E14EC8A46A467682131A5A2B8D8E9749A120DA2802512,667,research/icsec2026/extension/analysis/f411_claim_correction_20260902/manuscript/qa/pdfinfo.txt,IMMUTABLE_PROVENANCE_SNAPSHOT,NO_DELETE,exact SHA-256 duplicate retained for provenance; deletion not authorized
6C786F502636E251,6C786F502636E251022E05EE065AC6CB0805A202D6DBFCB2FA08D3527E076332,555084,research/icsec2026/archive/manuscripts/pre_final_active_20260902/qa/submission_readiness_20260902/page-1.png,ARCHIVED_HISTORY,NO_DELETE,exact SHA-256 duplicate retained for provenance; deletion not authorized
6C786F502636E251,6C786F502636E251022E05EE065AC6CB0805A202D6DBFCB2FA08D3527E076332,555084,research/icsec2026/archive/manuscripts/submission_candidate_20260902/qa/page-1.png,ARCHIVED_HISTORY,NO_DELETE,exact SHA-256 duplicate retained for provenance; deletion not authorized
6DD835A1AC904902,6DD835A1AC9049024875818953A29CB1A892AD52DB336B5405509587387B10B1,3638,research/icsec2026/archive/manuscripts/f411_candidate_corrected_20260902/CLAIM_LANGUAGE_DIFF.patch,ARCHIVED_HISTORY,NO_DELETE,exact SHA-256 duplicate retained for provenance; deletion not authorized
6DD835A1AC904902,6DD835A1AC9049024875818953A29CB1A892AD52DB336B5405509587387B10B1,3638,research/icsec2026/archive/manuscripts/pre_final_active_20260902/CLAIM_LANGUAGE_DIFF.patch,ARCHIVED_HISTORY,NO_DELETE,exact SHA-256 duplicate retained for provenance; deletion not authorized
6DD835A1AC904902,6DD835A1AC9049024875818953A29CB1A892AD52DB336B5405509587387B10B1,3638,research/icsec2026/extension/analysis/f411_claim_correction_20260902/manuscript/CLAIM_LANGUAGE_DIFF.patch,IMMUTABLE_PROVENANCE_SNAPSHOT,NO_DELETE,exact SHA-256 duplicate retained for provenance; deletion not authorized
706F909D9B9D5738,706F909D9B9D573811CE858A4D8EB7CE3BC4CD1C90A89D2794A35E4F648DFF5B,1237,research/icsec2026/archive/manuscripts/f411_candidate_20260902/qa/RENDERED_PAGE_QA.md,ARCHIVED_HISTORY,NO_DELETE,exact SHA-256 duplicate retained for provenance; deletion not authorized
706F909D9B9D5738,706F909D9B9D573811CE858A4D8EB7CE3BC4CD1C90A89D2794A35E4F648DFF5B,1237,research/icsec2026/extension/analysis/f411_cross_pair_integration_20260902/manuscript_candidate/qa/RENDERED_PAGE_QA.md,IMMUTABLE_PROVENANCE_SNAPSHOT,NO_DELETE,exact SHA-256 duplicate retained for provenance; deletion not authorized
70BBBE40F013BFC2,70BBBE40F013BFC2C7DC838BBB84F61572CC25E2FE76999939155366FD416926,1395,research/icsec2026/extension/analysis/f411_cross_pair_integration_20260902/synthesis/FRIDAY_GAP_DECISION.md,IMMUTABLE_PROVENANCE_SNAPSHOT,NO_DELETE,exact SHA-256 duplicate retained for provenance; deletion not authorized
70BBBE40F013BFC2,70BBBE40F013BFC2C7DC838BBB84F61572CC25E2FE76999939155366FD416926,1395,research/icsec2026/extension/analysis/f411_cross_pair_synthesis_20260902_r4/FRIDAY_GAP_DECISION.md,IMMUTABLE_PROVENANCE_SNAPSHOT,NO_DELETE,exact SHA-256 duplicate retained for provenance; deletion not authorized
716D874980AF631E,716D874980AF631EA09F143797C6B045123E8DFC68FCF981D1354C73F024E5EC,13323,research/icsec2026/extension/analysis/f411_cross_pair_integration_20260902/synthesis/PROVENANCE.json,IMMUTABLE_PROVENANCE_SNAPSHOT,NO_DELETE,exact SHA-256 duplicate retained for provenance; deletion not authorized
716D874980AF631E,716D874980AF631EA09F143797C6B045123E8DFC68FCF981D1354C73F024E5EC,13323,research/icsec2026/extension/analysis/f411_cross_pair_synthesis_20260902_r4/PROVENANCE.json,IMMUTABLE_PROVENANCE_SNAPSHOT,NO_DELETE,exact SHA-256 duplicate retained for provenance; deletion not authorized
7335D309B96D5ED7,7335D309B96D5ED7B1409037C98A69A1A5DF83D4BB807D982EEE084E2F06EEC6,5892,research/icsec2026/archive/manuscripts/f411_candidate_20260902/main.aux,ARCHIVED_HISTORY,NO_DELETE,exact SHA-256 duplicate retained for provenance; deletion not authorized
7335D309B96D5ED7,7335D309B96D5ED7B1409037C98A69A1A5DF83D4BB807D982EEE084E2F06EEC6,5892,research/icsec2026/extension/analysis/f411_cross_pair_integration_20260902/manuscript_candidate/main.aux,IMMUTABLE_PROVENANCE_SNAPSHOT,NO_DELETE,exact SHA-256 duplicate retained for provenance; deletion not authorized
7D030342DF51602E,7D030342DF51602EA842D71DBBEDE442E146BB487448D2D65FFC2C8C2E43E65D,344,research/icsec2026/archive/manuscripts/f411_candidate_corrected_20260902/qa/PAGE_COUNT.json,ARCHIVED_HISTORY,NO_DELETE,exact SHA-256 duplicate retained for provenance; deletion not authorized
7D030342DF51602E,7D030342DF51602EA842D71DBBEDE442E146BB487448D2D65FFC2C8C2E43E65D,344,research/icsec2026/archive/manuscripts/pre_final_active_20260902/qa/PAGE_COUNT.json,ARCHIVED_HISTORY,NO_DELETE,exact SHA-256 duplicate retained for provenance; deletion not authorized
7D030342DF51602E,7D030342DF51602EA842D71DBBEDE442E146BB487448D2D65FFC2C8C2E43E65D,344,research/icsec2026/extension/analysis/f411_claim_correction_20260902/manuscript/qa/PAGE_COUNT.json,IMMUTABLE_PROVENANCE_SNAPSHOT,NO_DELETE,exact SHA-256 duplicate retained for provenance; deletion not authorized
894A9C2096F672DE,894A9C2096F672DECD1BA578152CE8595DC07E625D65888138CF67BF9346EF9B,456973,research/icsec2026/archive/manuscripts/f411_candidate_20260902/qa/page-2.png,ARCHIVED_HISTORY,NO_DELETE,exact SHA-256 duplicate retained for provenance; deletion not authorized
894A9C2096F672DE,894A9C2096F672DECD1BA578152CE8595DC07E625D65888138CF67BF9346EF9B,456973,research/icsec2026/extension/analysis/f411_cross_pair_integration_20260902/manuscript_candidate/qa/page-2.png,IMMUTABLE_PROVENANCE_SNAPSHOT,NO_DELETE,exact SHA-256 duplicate retained for provenance; deletion not authorized
8BFA90880E379414,8BFA90880E37941487CC1490B3EFDC07734525B99124ACAEF1F0058A9A0E4524,27943,research/icsec2026/archive/manuscripts/f411_candidate_20260902/main.log,ARCHIVED_HISTORY,NO_DELETE,exact SHA-256 duplicate retained for provenance; deletion not authorized
8BFA90880E379414,8BFA90880E37941487CC1490B3EFDC07734525B99124ACAEF1F0058A9A0E4524,27943,research/icsec2026/extension/analysis/f411_cross_pair_integration_20260902/manuscript_candidate/main.log,IMMUTABLE_PROVENANCE_SNAPSHOT,NO_DELETE,exact SHA-256 duplicate retained for provenance; deletion not authorized
8DE98B932BCAFD40,8DE98B932BCAFD404B9988E35AA12F9D65C2CF54C6890B57544555D7E7F1AF50,791,research/icsec2026/archive/manuscripts/f411_candidate_corrected_20260902/qa/CLAIM_BOUNDARY_SEARCH.md,ARCHIVED_HISTORY,NO_DELETE,exact SHA-256 duplicate retained for provenance; deletion not authorized
8DE98B932BCAFD40,8DE98B932BCAFD404B9988E35AA12F9D65C2CF54C6890B57544555D7E7F1AF50,791,research/icsec2026/archive/manuscripts/pre_final_active_20260902/qa/CLAIM_BOUNDARY_SEARCH.md,ARCHIVED_HISTORY,NO_DELETE,exact SHA-256 duplicate retained for provenance; deletion not authorized
8DE98B932BCAFD40,8DE98B932BCAFD404B9988E35AA12F9D65C2CF54C6890B57544555D7E7F1AF50,791,research/icsec2026/extension/analysis/f411_claim_correction_20260902/manuscript/qa/CLAIM_BOUNDARY_SEARCH.md,IMMUTABLE_PROVENANCE_SNAPSHOT,NO_DELETE,exact SHA-256 duplicate retained for provenance; deletion not authorized
