old_path,new_path,action,bytes,pre_sha256,post_sha256,protected,reason
research/icsec2026/extension/final_pass_submission_20260902/main.pdf,research/icsec2026/submission/main.pdf,MOVE,68688,99E4180F4B172C1CC7BABFCF8BE92FCC5442B3868F7AAD1D32A13779849E765D,99E4180F4B172C1CC7BABFCF8BE92FCC5442B3868F7AAD1D32A13779849E765D,true,authorized canonical submission package
research/icsec2026/extension/final_pass_submission_20260902/main.tex,research/icsec2026/submission/main.tex,MOVE,28343,AA018D5E677D8C6ECAE93DEB33C068B01AC6050B5B57D47F303166BB750007B4,AA018D5E677D8C6ECAE93DEB33C068B01AC6050B5B57D47F303166BB750007B4,true,authorized canonical submission package
research/icsec2026/extension/final_pass_submission_20260902/references.bib,research/icsec2026/submission/references.bib,MOVE,2440,B936C7F6AF1E173CEB771D5BB430F3652846B759C494E71B674D3071D387AC00,B936C7F6AF1E173CEB771D5BB430F3652846B759C494E71B674D3071D387AC00,true,authorized canonical submission package
research/icsec2026/extension/manuscript/CLAIM_LANGUAGE_DIFF.patch,research/icsec2026/archive/manuscripts/pre_final_active_20260902/CLAIM_LANGUAGE_DIFF.patch,ARCHIVE,3638,6DD835A1AC9049024875818953A29CB1A892AD52DB336B5405509587387B10B1,6DD835A1AC9049024875818953A29CB1A892AD52DB336B5405509587387B10B1,true,authorized pre-FINAL active manuscript archive
research/icsec2026/extension/manuscript/INCLUSION_DECISION.md,research/icsec2026/archive/manuscripts/pre_final_active_20260902/INCLUSION_DECISION.md,ARCHIVE,773,B350895C0DF11F312A42B353E4A7D40DF55F029541DF789AD25AFF91CB4B9579,B350895C0DF11F312A42B353E4A7D40DF55F029541DF789AD25AFF91CB4B9579,true,authorized pre-FINAL active manuscript archive
research/icsec2026/extension/manuscript/MANUSCRIPT_DIFF.patch,research/icsec2026/archive/manuscripts/pre_final_active_20260902/MANUSCRIPT_DIFF.patch,ARCHIVE,49911,8FE608172B4B6E0B137AEFAB932D14EAB0CEA7F43B502727AC23F1BEC48579C1,8FE608172B4B6E0B137AEFAB932D14EAB0CEA7F43B502727AC23F1BEC48579C1,true,authorized pre-FINAL active manuscript archive
research/icsec2026/extension/manuscript/build.log,research/icsec2026/archive/manuscripts/pre_final_active_20260902/build.log,ARCHIVE,1242,323355CD2DF4B8F439564C3F4314ED25C24344276453E0BA02880100434DEE87,323355CD2DF4B8F439564C3F4314ED25C24344276453E0BA02880100434DEE87,true,authorized pre-FINAL active manuscript archive
research/icsec2026/extension/manuscript/main.aux,research/icsec2026/archive/manuscripts/pre_final_active_20260902/main.aux,ARCHIVE,5904,82B0A8909F535A1562685212CEAC0CC7D845C38A3B9F23F2E0C0318C3CD051BE,82B0A8909F535A1562685212CEAC0CC7D845C38A3B9F23F2E0C0318C3CD051BE,true,authorized pre-FINAL active manuscript archive
research/icsec2026/extension/manuscript/main.bbl,research/icsec2026/archive/manuscripts/pre_final_active_20260902/main.bbl,ARCHIVE,2462,309C235E5D7F55DC881375FABF5B67AD70AB766216879ED52211919A9D7CC8DB,309C235E5D7F55DC881375FABF5B67AD70AB766216879ED52211919A9D7CC8DB,true,authorized pre-FINAL active manuscript archive
research/icsec2026/extension/manuscript/main.blg,research/icsec2026/archive/manuscripts/pre_final_active_20260902/main.blg,ARCHIVE,379,0D78A60ABC96272E29FC0AFDA82E8681D243D9DDF183989AE112163835C94C7B,0D78A60ABC96272E29FC0AFDA82E8681D243D9DDF183989AE112163835C94C7B,true,authorized pre-FINAL active manuscript archive
research/icsec2026/extension/manuscript/main.log,research/icsec2026/archive/manuscripts/pre_final_active_20260902/main.log,ARCHIVE,27906,90C0D260904C5C5AAAF233A8C92FF2C8B3464FE66E49286596DD9E381994795E,90C0D260904C5C5AAAF233A8C92FF2C8B3464FE66E49286596DD9E381994795E,true,authorized pre-FINAL active manuscript archive
research/icsec2026/extension/manuscript/main.out,research/icsec2026/archive/manuscripts/pre_final_active_20260902/main.out,ARCHIVE,3280,B982D9023021B67106D323E32DAD38A97D15B10C04B6DBE11A49BD2128117205,B982D9023021B67106D323E32DAD38A97D15B10C04B6DBE11A49BD2128117205,true,authorized pre-FINAL active manuscript archive
research/icsec2026/extension/manuscript/main.pdf,research/icsec2026/archive/manuscripts/pre_final_active_20260902/main.pdf,ARCHIVE,68688,99E4180F4B172C1CC7BABFCF8BE92FCC5442B3868F7AAD1D32A13779849E765D,99E4180F4B172C1CC7BABFCF8BE92FCC5442B3868F7AAD1D32A13779849E765D,true,authorized pre-FINAL active manuscript archive
research/icsec2026/extension/manuscript/main.tex,research/icsec2026/archive/manuscripts/pre_final_active_20260902/main.tex,ARCHIVE,28343,AA018D5E677D8C6ECAE93DEB33C068B01AC6050B5B57D47F303166BB750007B4,AA018D5E677D8C6ECAE93DEB33C068B01AC6050B5B57D47F303166BB750007B4,true,authorized pre-FINAL active manuscript archive
research/icsec2026/extension/manuscript/pair_condition_pattern.pdf,research/icsec2026/archive/manuscripts/pre_final_active_20260902/pair_condition_pattern.pdf,ARCHIVE,15788,48D6D71AC3AF9024847B2F05D251B15F41ABFB57B9A0670E2F22E7E3AE93F245,48D6D71AC3AF9024847B2F05D251B15F41ABFB57B9A0670E2F22E7E3AE93F245,true,authorized pre-FINAL active manuscript archive
research/icsec2026/extension/manuscript/qa/ANONYMITY_CLAIM_AUDIT.md,research/icsec2026/archive/manuscripts/pre_final_active_20260902/qa/ANONYMITY_CLAIM_AUDIT.md,ARCHIVE,2158,610D17D06EA5ECC9D95D8E4166001FBA8A7D6B174C466AD3C82F714AF449C7B9,610D17D06EA5ECC9D95D8E4166001FBA8A7D6B174C466AD3C82F714AF449C7B9,true,authorized pre-FINAL active manuscript archive
research/icsec2026/extension/manuscript/qa/CLAIM_BOUNDARY_SEARCH.md,research/icsec2026/archive/manuscripts/pre_final_active_20260902/qa/CLAIM_BOUNDARY_SEARCH.md,ARCHIVE,791,8DE98B932BCAFD404B9988E35AA12F9D65C2CF54C6890B57544555D7E7F1AF50,8DE98B932BCAFD404B9988E35AA12F9D65C2CF54C6890B57544555D7E7F1AF50,true,authorized pre-FINAL active manuscript archive
research/icsec2026/extension/manuscript/qa/CLAIM_EVIDENCE_TRACEABILITY.json,research/icsec2026/archive/manuscripts/pre_final_active_20260902/qa/CLAIM_EVIDENCE_TRACEABILITY.json,ARCHIVE,2093,ACCD923846D091431B8CC1C628C473B07C02D2199A40560749990CCAF1C0B4C2,ACCD923846D091431B8CC1C628C473B07C02D2199A40560749990CCAF1C0B4C2,true,authorized pre-FINAL active manuscript archive
research/icsec2026/extension/manuscript/qa/PAGE_COUNT.json,research/icsec2026/archive/manuscripts/pre_final_active_20260902/qa/PAGE_COUNT.json,ARCHIVE,344,7D030342DF51602EA842D71DBBEDE442E146BB487448D2D65FFC2C8C2E43E65D,7D030342DF51602EA842D71DBBEDE442E146BB487448D2D65FFC2C8C2E43E65D,true,authorized pre-FINAL active manuscript archive
research/icsec2026/extension/manuscript/qa/RENDERED_PAGE_QA.md,research/icsec2026/archive/manuscripts/pre_final_active_20260902/qa/RENDERED_PAGE_QA.md,ARCHIVE,1283,A3E5179F5FE68DD16E1D363A26688A45C41ABF64A0944322F70EACE277783795,A3E5179F5FE68DD16E1D363A26688A45C41ABF64A0944322F70EACE277783795,true,authorized pre-FINAL active manuscript archive
research/icsec2026/extension/manuscript/qa/page-1.png,research/icsec2026/archive/manuscripts/pre_final_active_20260902/qa/page-1.png,ARCHIVE,547677,5638C3FEA6684691846B406ABF5AC85717579CB8ECDC43DD38136981909897F5,5638C3FEA6684691846B406ABF5AC85717579CB8ECDC43DD38136981909897F5,true,authorized pre-FINAL active manuscript archive
research/icsec2026/extension/manuscript/qa/page-2.png,research/icsec2026/archive/manuscripts/pre_final_active_20260902/qa/page-2.png,ARCHIVE,455009,448D720BEBD01E6384DC92E0D51DB8B5B29CAE3F1DC6DB69955F47497D89C164,448D720BEBD01E6384DC92E0D51DB8B5B29CAE3F1DC6DB69955F47497D89C164,true,authorized pre-FINAL active manuscript archive
research/icsec2026/extension/manuscript/qa/page-3.png,research/icsec2026/archive/manuscripts/pre_final_active_20260902/qa/page-3.png,ARCHIVE,579480,FA591679BA0D2EE6B56541204769DEC31368A20F4885B85508D4EB971CA607CE,FA591679BA0D2EE6B56541204769DEC31368A20F4885B85508D4EB971CA607CE,true,authorized pre-FINAL active manuscript archive
research/icsec2026/extension/manuscript/qa/page-4.png,research/icsec2026/archive/manuscripts/pre_final_active_20260902/qa/page-4.png,ARCHIVE,538304,FB012399B5A429514C3FAB54E9EA5057C19ED76BF3B87CDD6E0AA8A50831E3E3,FB012399B5A429514C3FAB54E9EA5057C19ED76BF3B87CDD6E0AA8A50831E3E3,true,authorized pre-FINAL active manuscript archive
research/icsec2026/extension/manuscript/qa/page-5.png,research/icsec2026/archive/manuscripts/pre_final_active_20260902/qa/page-5.png,ARCHIVE,271520,AA476F4C94DC65840D55C5ECF5534F475E2E6F8EA57EE74EA0472A4D384152D9,AA476F4C94DC65840D55C5ECF5534F475E2E6F8EA57EE74EA0472A4D384152D9,true,authorized pre-FINAL active manuscript archive
research/icsec2026/extension/manuscript/qa/pdfinfo.txt,research/icsec2026/archive/manuscripts/pre_final_active_20260902/qa/pdfinfo.txt,ARCHIVE,667,656CB1A20F47A648E44E14EC8A46A467682131A5A2B8D8E9749A120DA2802512,656CB1A20F47A648E44E14EC8A46A467682131A5A2B8D8E9749A120DA2802512,true,authorized pre-FINAL active manuscript archive
research/icsec2026/extension/manuscript/qa/submission_readiness_20260902/ANONYMITY_PROVENANCE_CLAIM_AUDIT.md,research/icsec2026/archive/manuscripts/pre_final_active_20260902/qa/submission_readiness_20260902/ANONYMITY_PROVENANCE_CLAIM_AUDIT.md,ARCHIVE,1728,A17B6B949C42C58B69A2EB849DDAA9F83533EE9D7E2A183491AB190E848D51C8,A17B6B949C42C58B69A2EB849DDAA9F83533EE9D7E2A183491AB190E848D51C8,true,authorized pre-FINAL active manuscript archive
research/icsec2026/extension/manuscript/qa/submission_readiness_20260902/RENDERED_PAGE_QA.md,research/icsec2026/archive/manuscripts/pre_final_active_20260902/qa/submission_readiness_20260902/RENDERED_PAGE_QA.md,ARCHIVE,1115,08EFA189B5666D5C5CFEB5C1E6E41A061B0A655A8FE32934D6F3CE45869B867A,08EFA189B5666D5C5CFEB5C1E6E41A061B0A655A8FE32934D6F3CE45869B867A,true,authorized pre-FINAL active manuscript archive
research/icsec2026/extension/manuscript/qa/submission_readiness_20260902/page-1.png,research/icsec2026/archive/manuscripts/pre_final_active_20260902/qa/submission_readiness_20260902/page-1.png,ARCHIVE,555084,6C786F502636E251022E05EE065AC6CB0805A202D6DBFCB2FA08D3527E076332,6C786F502636E251022E05EE065AC6CB0805A202D6DBFCB2FA08D3527E076332,true,authorized pre-FINAL active manuscript archive
research/icsec2026/extension/manuscript/qa/submission_readiness_20260902/page-2.png,research/icsec2026/archive/manuscripts/pre_final_active_20260902/qa/submission_readiness_20260902/page-2.png,ARCHIVE,454133,ECFA8BD877F59870932240E7FF7B5A80635E1745BC9BB717F6A97708339EA6CB,ECFA8BD877F59870932240E7FF7B5A80635E1745BC9BB717F6A97708339EA6CB,true,authorized pre-FINAL active manuscript archive
research/icsec2026/extension/manuscript/qa/submission_readiness_20260902/page-3.png,research/icsec2026/archive/manuscripts/pre_final_active_20260902/qa/submission_readiness_20260902/page-3.png,ARCHIVE,555780,248F25239C81CB05517DE9C2E69539C809A58ACCA27ACB00968CBB77367795C3,248F25239C81CB05517DE9C2E69539C809A58ACCA27ACB00968CBB77367795C3,true,authorized pre-FINAL active manuscript archive
research/icsec2026/extension/manuscript/qa/submission_readiness_20260902/page-4.png,research/icsec2026/archive/manuscripts/pre_final_active_20260902/qa/submission_readiness_20260902/page-4.png,ARCHIVE,550871,A80651BE7C5BB504660DF7989C8641C05008DC8C52DE8F034F658DDA3488A9B4,A80651BE7C5BB504660DF7989C8641C05008DC8C52DE8F034F658DDA3488A9B4,true,authorized pre-FINAL active manuscript archive
research/icsec2026/extension/manuscript/qa/submission_readiness_20260902/page-5.png,research/icsec2026/archive/manuscripts/pre_final_active_20260902/qa/submission_readiness_20260902/page-5.png,ARCHIVE,468454,18872DD25AB346DB49A5ABE0F48928163D64C4D6F5BC03560597FC3BEA3A1B53,18872DD25AB346DB49A5ABE0F48928163D64C4D6F5BC03560597FC3BEA3A1B53,true,authorized pre-FINAL active manuscript archive
research/icsec2026/extension/manuscript/references.bib,research/icsec2026/archive/manuscripts/pre_final_active_20260902/references.bib,ARCHIVE,2440,B936C7F6AF1E173CEB771D5BB430F3652846B759C494E71B674D3071D387AC00,B936C7F6AF1E173CEB771D5BB430F3652846B759C494E71B674D3071D387AC00,true,authorized pre-FINAL active manuscript archive
research/icsec2026/extension/manuscript_candidate_f411_20260902/INCLUSION_DECISION.md,research/icsec2026/archive/manuscripts/f411_candidate_20260902/INCLUSION_DECISION.md,ARCHIVE,670,9788C30FB10F1294DFCB61503731D4D8ECA2B3529008E15ADDF0AF32B6C9B430,9788C30FB10F1294DFCB61503731D4D8ECA2B3529008E15ADDF0AF32B6C9B430,true,authorized historical F411 candidate archive
research/icsec2026/extension/manuscript_candidate_f411_20260902/MANUSCRIPT_DIFF.patch,research/icsec2026/archive/manuscripts/f411_candidate_20260902/MANUSCRIPT_DIFF.patch,ARCHIVE,14599,37D946F68AC77FAAA3ED490317E829AA5FD92EDF503A7790C7120D640ACE1E27,37D946F68AC77FAAA3ED490317E829AA5FD92EDF503A7790C7120D640ACE1E27,true,authorized historical F411 candidate archive
research/icsec2026/extension/manuscript_candidate_f411_20260902/build.log,research/icsec2026/archive/manuscripts/f411_candidate_20260902/build.log,ARCHIVE,15185,EE805B07C4AB200BDE494CFABADAAC3F0C118C6D8E9151F79E5B8F44B56BD7A1,EE805B07C4AB200BDE494CFABADAAC3F0C118C6D8E9151F79E5B8F44B56BD7A1,true,authorized historical F411 candidate archive
research/icsec2026/extension/manuscript_candidate_f411_20260902/main.aux,research/icsec2026/archive/manuscripts/f411_candidate_20260902/main.aux,ARCHIVE,5892,7335D309B96D5ED7B1409037C98A69A1A5DF83D4BB807D982EEE084E2F06EEC6,7335D309B96D5ED7B1409037C98A69A1A5DF83D4BB807D982EEE084E2F06EEC6,true,authorized historical F411 candidate archive
research/icsec2026/extension/manuscript_candidate_f411_20260902/main.bbl,research/icsec2026/archive/manuscripts/f411_candidate_20260902/main.bbl,ARCHIVE,2462,309C235E5D7F55DC881375FABF5B67AD70AB766216879ED52211919A9D7CC8DB,309C235E5D7F55DC881375FABF5B67AD70AB766216879ED52211919A9D7CC8DB,true,authorized historical F411 candidate archive
research/icsec2026/extension/manuscript_candidate_f411_20260902/main.blg,research/icsec2026/archive/manuscripts/f411_candidate_20260902/main.blg,ARCHIVE,379,0D78A60ABC96272E29FC0AFDA82E8681D243D9DDF183989AE112163835C94C7B,0D78A60ABC96272E29FC0AFDA82E8681D243D9DDF183989AE112163835C94C7B,true,authorized historical F411 candidate archive
research/icsec2026/extension/manuscript_candidate_f411_20260902/main.log,research/icsec2026/archive/manuscripts/f411_candidate_20260902/main.log,ARCHIVE,27943,8BFA90880E37941487CC1490B3EFDC07734525B99124ACAEF1F0058A9A0E4524,8BFA90880E37941487CC1490B3EFDC07734525B99124ACAEF1F0058A9A0E4524,true,authorized historical F411 candidate archive
research/icsec2026/extension/manuscript_candidate_f411_20260902/main.out,research/icsec2026/archive/manuscripts/f411_candidate_20260902/main.out,ARCHIVE,3364,2331E0BD777DE3B64F185E8230F2A2636E7D41015B9F587D21A314A6FD39CEF2,2331E0BD777DE3B64F185E8230F2A2636E7D41015B9F587D21A314A6FD39CEF2,true,authorized historical F411 candidate archive
research/icsec2026/extension/manuscript_candidate_f411_20260902/main.pdf,research/icsec2026/archive/manuscripts/f411_candidate_20260902/main.pdf,ARCHIVE,66151,2E3E684431608396122F018BE45A17BA7F05FAD92F1E017934FC9F624395A3F5,2E3E684431608396122F018BE45A17BA7F05FAD92F1E017934FC9F624395A3F5,true,authorized historical F411 candidate archive
research/icsec2026/extension/manuscript_candidate_f411_20260902/main.tex,research/icsec2026/archive/manuscripts/f411_candidate_20260902/main.tex,ARCHIVE,26355,E6E7942E895819FB9DA46CE28E31A8A1C39D39E453193A3445A18DD249236E44,E6E7942E895819FB9DA46CE28E31A8A1C39D39E453193A3445A18DD249236E44,true,authorized historical F411 candidate archive
research/icsec2026/extension/manuscript_candidate_f411_20260902/pair_condition_pattern.pdf,research/icsec2026/archive/manuscripts/f411_candidate_20260902/pair_condition_pattern.pdf,ARCHIVE,15788,48D6D71AC3AF9024847B2F05D251B15F41ABFB57B9A0670E2F22E7E3AE93F245,48D6D71AC3AF9024847B2F05D251B15F41ABFB57B9A0670E2F22E7E3AE93F245,true,authorized historical F411 candidate archive
research/icsec2026/extension/manuscript_candidate_f411_20260902/qa/ANONYMITY_CLAIM_AUDIT.md,research/icsec2026/archive/manuscripts/f411_candidate_20260902/qa/ANONYMITY_CLAIM_AUDIT.md,ARCHIVE,1822,45BBA0AF09AF5F24279FC89B8046973BB9937F10F32AACC579B864B6AEDBDFAB,45BBA0AF09AF5F24279FC89B8046973BB9937F10F32AACC579B864B6AEDBDFAB,true,authorized historical F411 candidate archive
research/icsec2026/extension/manuscript_candidate_f411_20260902/qa/CLAIM_EVIDENCE_TRACEABILITY.json,research/icsec2026/archive/manuscripts/f411_candidate_20260902/qa/CLAIM_EVIDENCE_TRACEABILITY.json,ARCHIVE,1901,341E7F932AE38972A881C855F6AE1767D84BDE680B7BA00F7F47A9FEFBA3A9FD,341E7F932AE38972A881C855F6AE1767D84BDE680B7BA00F7F47A9FEFBA3A9FD,true,authorized historical F411 candidate archive
research/icsec2026/extension/manuscript_candidate_f411_20260902/qa/PAGE_COUNT.json,research/icsec2026/archive/manuscripts/f411_candidate_20260902/qa/PAGE_COUNT.json,ARCHIVE,334,C0E9C97778DA54F0615AE8C10A511079A8EE96C26053A818E7313158507CF33E,C0E9C97778DA54F0615AE8C10A511079A8EE96C26053A818E7313158507CF33E,true,authorized historical F411 candidate archive
research/icsec2026/extension/manuscript_candidate_f411_20260902/qa/RENDERED_PAGE_QA.md,research/icsec2026/archive/manuscripts/f411_candidate_20260902/qa/RENDERED_PAGE_QA.md,ARCHIVE,1237,706F909D9B9D573811CE858A4D8EB7CE3BC4CD1C90A89D2794A35E4F648DFF5B,706F909D9B9D573811CE858A4D8EB7CE3BC4CD1C90A89D2794A35E4F648DFF5B,true,authorized historical F411 candidate archive
research/icsec2026/extension/manuscript_candidate_f411_20260902/qa/page-1.png,research/icsec2026/archive/manuscripts/f411_candidate_20260902/qa/page-1.png,ARCHIVE,548074,EBE668EF9E774B222BA1035FFFF7F4FAB870BC398FB805EEF3FC7A7CF4855F64,EBE668EF9E774B222BA1035FFFF7F4FAB870BC398FB805EEF3FC7A7CF4855F64,true,authorized historical F411 candidate archive
research/icsec2026/extension/manuscript_candidate_f411_20260902/qa/page-2.png,research/icsec2026/archive/manuscripts/f411_candidate_20260902/qa/page-2.png,ARCHIVE,456973,894A9C2096F672DECD1BA578152CE8595DC07E625D65888138CF67BF9346EF9B,894A9C2096F672DECD1BA578152CE8595DC07E625D65888138CF67BF9346EF9B,true,authorized historical F411 candidate archive
research/icsec2026/extension/manuscript_candidate_f411_20260902/qa/page-3.png,research/icsec2026/archive/manuscripts/f411_candidate_20260902/qa/page-3.png,ARCHIVE,538028,026FC1386D8D88E26744CF7FC81C363E462B6DB79D3BA768BBB1968D29ED2CD0,026FC1386D8D88E26744CF7FC81C363E462B6DB79D3BA768BBB1968D29ED2CD0,true,authorized historical F411 candidate archive
research/icsec2026/extension/manuscript_candidate_f411_20260902/qa/page-4.png,research/icsec2026/archive/manuscripts/f411_candidate_20260902/qa/page-4.png,ARCHIVE,572007,06E18B612F8F28AF18E18629B05C971834D5EA3C9E2FF48284DA68AB8E433071,06E18B612F8F28AF18E18629B05C971834D5EA3C9E2FF48284DA68AB8E433071,true,authorized historical F411 candidate archive
research/icsec2026/extension/manuscript_candidate_f411_20260902/qa/page-5.png,research/icsec2026/archive/manuscripts/f411_candidate_20260902/qa/page-5.png,ARCHIVE,262782,F77E7C99644D4B769561E0416EFAE59A6BE0BC1D1F1CDAACE681726D9A121590,F77E7C99644D4B769561E0416EFAE59A6BE0BC1D1F1CDAACE681726D9A121590,true,authorized historical F411 candidate archive
research/icsec2026/extension/manuscript_candidate_f411_20260902/qa/pdfinfo.txt,research/icsec2026/archive/manuscripts/f411_candidate_20260902/qa/pdfinfo.txt,ARCHIVE,667,13FB6DE3CC3F125417E58AD4FEE10CFC47A23EDDDFA867DDC5F6AE4735D61A34,13FB6DE3CC3F125417E58AD4FEE10CFC47A23EDDDFA867DDC5F6AE4735D61A34,true,authorized historical F411 candidate archive
research/icsec2026/extension/manuscript_candidate_f411_20260902/references.bib,research/icsec2026/archive/manuscripts/f411_candidate_20260902/references.bib,ARCHIVE,2440,B936C7F6AF1E173CEB771D5BB430F3652846B759C494E71B674D3071D387AC00,B936C7F6AF1E173CEB771D5BB430F3652846B759C494E71B674D3071D387AC00,true,authorized historical F411 candidate archive
research/icsec2026/extension/manuscript_candidate_f411_20260902_corrected/CLAIM_LANGUAGE_DIFF.patch,research/icsec2026/archive/manuscripts/f411_candidate_corrected_20260902/CLAIM_LANGUAGE_DIFF.patch,ARCHIVE,3638,6DD835A1AC9049024875818953A29CB1A892AD52DB336B5405509587387B10B1,6DD835A1AC9049024875818953A29CB1A892AD52DB336B5405509587387B10B1,true,authorized corrected F411 candidate archive
research/icsec2026/extension/manuscript_candidate_f411_20260902_corrected/INCLUSION_DECISION.md,research/icsec2026/archive/manuscripts/f411_candidate_corrected_20260902/INCLUSION_DECISION.md,ARCHIVE,773,B350895C0DF11F312A42B353E4A7D40DF55F029541DF789AD25AFF91CB4B9579,B350895C0DF11F312A42B353E4A7D40DF55F029541DF789AD25AFF91CB4B9579,true,authorized corrected F411 candidate archive
research/icsec2026/extension/manuscript_candidate_f411_20260902_corrected/MANUSCRIPT_DIFF.patch,research/icsec2026/archive/manuscripts/f411_candidate_corrected_20260902/MANUSCRIPT_DIFF.patch,ARCHIVE,49911,8FE608172B4B6E0B137AEFAB932D14EAB0CEA7F43B502727AC23F1BEC48579C1,8FE608172B4B6E0B137AEFAB932D14EAB0CEA7F43B502727AC23F1BEC48579C1,true,authorized corrected F411 candidate archive
research/icsec2026/extension/manuscript_candidate_f411_20260902_corrected/build.log,research/icsec2026/archive/manuscripts/f411_candidate_corrected_20260902/build.log,ARCHIVE,1242,323355CD2DF4B8F439564C3F4314ED25C24344276453E0BA02880100434DEE87,323355CD2DF4B8F439564C3F4314ED25C24344276453E0BA02880100434DEE87,true,authorized corrected F411 candidate archive
research/icsec2026/extension/manuscript_candidate_f411_20260902_corrected/main.aux,research/icsec2026/archive/manuscripts/f411_candidate_corrected_20260902/main.aux,ARCHIVE,5892,D83CE20631C665FF3AF6A8AB7C18267D91148DB7E9AFB21BD30FDF0AA1DC6240,D83CE20631C665FF3AF6A8AB7C18267D91148DB7E9AFB21BD30FDF0AA1DC6240,true,authorized corrected F411 candidate archive
research/icsec2026/extension/manuscript_candidate_f411_20260902_corrected/main.bbl,research/icsec2026/archive/manuscripts/f411_candidate_corrected_20260902/main.bbl,ARCHIVE,2462,309C235E5D7F55DC881375FABF5B67AD70AB766216879ED52211919A9D7CC8DB,309C235E5D7F55DC881375FABF5B67AD70AB766216879ED52211919A9D7CC8DB,true,authorized corrected F411 candidate archive
research/icsec2026/extension/manuscript_candidate_f411_20260902_corrected/main.blg,research/icsec2026/archive/manuscripts/f411_candidate_corrected_20260902/main.blg,ARCHIVE,379,0D78A60ABC96272E29FC0AFDA82E8681D243D9DDF183989AE112163835C94C7B,0D78A60ABC96272E29FC0AFDA82E8681D243D9DDF183989AE112163835C94C7B,true,authorized corrected F411 candidate archive
