"relative_path","size_bytes","sha256"
"raw/rows/F411P1_C10_B3_D110/validation.json","8612","7653C8EB7DEF8C52655AFF3AD6D1D5000BFB1BA4DD2D41FFBFDB38A120F5CF7E"
"raw/rows/F411P1_C11_B3_NC/controller_readable.txt","3416","2EDFFF6DE0BB668ACA228838A4604BACF14E616AD1E083582B492B5A16C9940E"
"raw/rows/F411P1_C11_B3_NC/payload_readable.txt","110","E05D4D2C0C0DEF0D0C3E1571B91147B35C85E6416DAD95A2F3A1075EFC3A3F86"
"raw/rows/F411P1_C11_B3_NC/validation.json","9400","0D687C70696DB29D16B751A42505FAE05DF30DB5A38DD34ACCE746D83320DD89"
"raw/rows/F411P1_C12_B3_D090/controller_readable.txt","3416","DDBBA7C3A2261DF49984766B9D9AF914258325C55E5B9E2EC1723CFA7D9EB689"
"raw/rows/F411P1_C12_B3_D090/payload_readable.txt","178","C2A3D78651BFFF49692FD9D5C5519D9C6B1DC83833CB12B51E67C861E0372F4F"
"raw/rows/F411P1_C12_B3_D090/validation.json","9064","8B60D6AFDE1D10D80405392CBA5075C42471DF3BD4FD3B90173AAE83ACA49A7F"
"row_boundary_ledger.jsonl","8164","A43547A93AA5C9889E29224FE8341853F086036ACE76ECADD11188D1F6473BDB"
"run_plan.csv","399","88EDD7D47C40354D1C9DF8B0F7EC9A083198B4A6E5CBF4D453E947AD9B88BF45"
"semantic_source_validation.json","901","125BE5E3BEDA7D00A2D61019FD9528E020CEBD759838E9323BE60D9E34A9A292"
"test_core_native.log","4935","6B3F544CCEF12AD5EB9DA0E270853385A37D95107B5BAE48AFF557531548A38C"
"test_exit_codes.json","50","1E30B411C3AE51A8E58986FA302FF6BE66127D1BBC29E73A8B9ABF89C761B9CC"
"test_extension_host.log","120","FA44C50F1B64CDE46222E9BAD72BA13AD1E3321383BF418370141C8A31414C80"
"test_payload_native.log","1002","62EA4F73C3D1D1122EFD1AC24210CD7C6E695095E9B0EE498CAA4A95C856E944"
"unexpected_and_boundary_artifacts.json","2378","5B182DE9A320EB35680AD2540682F30069623DD9FE80854D1ABCADDF7363DECF"
"validity_rules.json","521","2BED85AB810D3FC8278FE130D67DA26C3F726A9301D42696018F8DBA3D730E0C"
